index,Tahun,Comments,preprocessed
855,2020,Bismillah coba donk beliin mukena soalnya dah lama gak beli buat soholat idul fitri sama buat beli baju lebar buat ank ".... ❤️❤️❤️,bismillah coba belikan mukena deh beli soholat idul fitri beli baju lebar anak hati merah hati merah hati merah
856,2020,Aku mau iPhone dong kak😭😭😭😭😭 aku blm punya 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,iphone kak wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras
857,2020,Bismilah rezekinya nular,bismilah rezeki nular
858,2020,Muka ny ucullk bgt ❤️,muka nya ucullk banget hati merah
859,2020,Mnta 1 dos kak😂😂😂,dos kak wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
860,2020,"Bismillah celana lebaran umur 8 tahun,uang buat orang tua, handphone buat balajar,makanan buka puasa .terserah,",bismillah celana lebaran umur uang orang tua handphone balajar makan buka puasa serah
861,2020,Asiik ngeborong nih😍,asiik ngeborong nih wajah senyum lebar mata hati
862,2020,Bismillah baju lebaran☺️,bismillah baju lebaran wajah senyum
863,2020,Aku ka gak pernah terpilih😂😂,kak pilih wajah gembira urai air mata wajah gembira urai air mata
864,2020,gabole ngeluhhh,gabole ngeluh
865,2020,yang ditrolinjgn smpe lolos,ditrolinjgn lolos
866,2020,Wow indomie😍..i like it😍,wow indomie wajah senyum lebar mata hati i like wajah senyum lebar mata hati
867,2020,Ga pengen indomie cuma mau helm wkwkw,pengin indomie helm wkwkw
868,2020,Bismillah rezekinya nular😢,bismillah rezeki nular wajah menang
869,2020,Indomie seleraku😍😂,indomie selera wajah senyum lebar mata hati wajah gembira urai air mata
870,2020,Berasa lagi digombalin baca captionnya 😂,asa digombalin baca captionnya wajah gembira urai air mata
871,2020,"Lancar terus rejeki ko willie, penebar kebaikan👏",lancar rejeki willie tebar baik tepuk tangan
872,2020,mauu kak buat hhee,kak hhe
873,2020,"Lu kayak MNCTV, selalu di hati avv❤️",lu kayak mnctv hati av hati merah
874,2020,Indomie setelah ku hahaha😂,indomie ku hahaha wajah gembira urai air mata
875,2020,Caption nya-,caption nya
876,2020,indomie emang semakin di depan😍👍,indomie wajah senyum lebar mata hati jempol ke atas
877,2020,  paling ganteng dia😍😍,ganteng wajah senyum lebar mata hati wajah senyum lebar mata hati
878,2020, .tann ih indomi,tan ih indomi
879,2020,eh ada indomi,eh indomi
880,2020,ELTON GANTENG,elton ganteng
881,2020, .vieren smooth yas,vieren smooth yas
882,2020,Gw juga mirip samyang 🔥,gue samyang api
883,2020,  JAHAH parah luuh,jahah parah luuh
884,2020,caption so smooth wow,caption sok smooth wow
885,2020,kode ke siapa will   😏😏😏😏 tag vonn,kode wil wajah senyum sombong wajah senyum sombong wajah senyum sombong wajah senyum sombong tag von
886,2020,  fuck you,fuck you
887,2020,nois 👌🏽,nois oke warna kulit sedang
888,2020,bocah lu,bocah lu
889,2020,Ikutan lu hAHAH JK,ikut lu hahah
890,2020,capt boljug wkwk,capt boljug wkwk
891,2020,I ❤️ products indonesia,i hati merah products indonesia
892,2020,ternyata sebelum cepmek viral koh wil udah potong cepmek duluan wkwkwkwk,cepmek viral koh wil potong cepmek duluan wkwkwkwk
893,2020,Ko Will Kren parah🔥,wil keren parah api
894,2020,Oppa korea🔥💕,oppa korea api dua hati
895,2020,"Akhirnya ketemu yg rambut nya lurusss , .",ketemu rambut nya lurus
896,2020,Bang wille org cina kh,bang wille orang cina kah
897,2020,Haloo kak wily ❤️❤️ping dpt respon dr kak willy,halo kak wily hati merah hati merah ping respon kak willy
898,2020,Baca dmm dong ko,baca dm
899,2020,Bismillah smoga dpet hp. Udh mulai eror ini,bismillah moga dpet hp eror
900,2020,Bc dm sya ll,baca dm l
901,2020,"Lagi nyari komenan dimana ity lokasinya, eh yg diliat malah komenan ngemis2 semua😭🔫 dahlah",cari komentar mana ity lokasi eh komentar ngemis wajah menang keras pistol air dah
902,2020,  ngemis2 online dimulai,ngemis online
903,2020,gantengg bangett kaaa,ganteng banget kak
904,2020,"Assalamualaikum,kak Willie aku mau Hoodie aku udah fllw Ig,tiktok tapi g pernah dapet😢😢",assalamualaikum kak willie hoodie fllw ig tiktok wajah menang wajah menang
905,2020,Hay sayang ❤️,hai sayang hati merah
906,2020,Bismilaahirrah hp aipood,bismilaahirrah hp aipood
907,2020,Kak hodie mau donk kak aku gk punya sama sekali hodie 😢😢😢,kak hodie kak hodie wajah menang wajah menang wajah menang
908,2020,Silau ya bg wil wkwk😂,silau ya bang wil wkwk wajah gembira urai air mata
909,2020,Bismillah yallah,bismillah yallah
910,2020,Berharap di notice dong🥺,harap notice wajah memelas
911,2020,gntengg bngettt,gnteng banget
912,2020,Gemoy semoga cepet centang biru ka wily bismillah shoppy pay semoga rezeki aku amin,gemoy moga cepat centang biru kak wily bismillah shoppy pay moga rezeki amin
913,2020,Bismilah di isiin daana 1jt:);));;;););,bismilah isiin daana jt
914,2020,Aaaa ak terpesonaa😂❤️,a pesona wajah gembira urai air mata hati merah
915,2020,Andai aku punya baju bagus gitu😢,andai baju bagus wajah menang
916,2020,Helm baru boleh kali kak,helm kali kak
917,2020,kok persis   😭.,persis wajah menang keras
918,2020,Mirip korean gt sii🔥😍,korean sih api wajah senyum lebar mata hati
919,2020,kak baca dm plis help me :(😢,kak baca dm plis help me wajah menang
920,2020,Ganteng bgt sihhh kamuuu,ganteng banget sih
921,2020,Cood parah,cood parah
922,2020,"ka willie ganteng bgt,bismillah iPhone:)",kak willie ganteng banget bismillah iphone
923,2020,Jadi keinget tempat covet itzy icy,covet itzy icy
924,2020,Give away bajunya dong🙃☺️,give away baju wajah balik wajah senyum
925,2020,Kalo pake masker mirip  ,kalo pakai masker
926,2020,Gila mirip banget sama  ,gila banget
927,2020,Oi lak,oi lak
928,2020,Klo pake masker kok mirip ko hao ya,kalo pakai masker hao ya
929,2020,Mirip Igleon Kakak,igleon kakak
930,2020,Follback donkk kakk,follback kak
931,2020,fb dungz🙌,fb dungz angkat tangan
932,2020,Haii ka 😊,hai kak wajah senyum dengan mata bahagia
933,2020,Keren kak🔥,keren kak api
934,2020,Hi ka   follback dong 🙂🙂,hi kak follback wajah agak senyum wajah agak senyum
935,2020,Sepintas mirip rich brian 😮,pintas rich brian wajah dengan mulut buka
936,2020,bro tolong cek dm,bro tolong cek dm
937,2020,Cek dm dong🙏🏼🙏🏼,cek dm lipat tangan warna kulit cerahsedang lipat tangan warna kulit cerahsedang
938,2020,Notice dong willie!!!😊,notice willie wajah senyum dengan mata bahagia
939,2020,Cek dm gua bro,cek dm gua bro
940,2020,Hey bro buka dm saya🙏🏼,hey bro buka dm lipat tangan warna kulit cerahsedang
941,2020,Kak balas dm,kak balas dm
942,2020,  wadaw sam 🔥🔥,wadaw api api
943,2020,Wadaww wil🔥,wadaw wil api
944,2020,  martabak loml ❤️,martabak loml hati merah
945,2020,  ampun sobat martabakku 🙌,ampun sobat martabak angkat tangan
946,2020,  ampun ci gabby 🤠🤠🤠,ampun ci gabby wajah koboi wajah koboi wajah koboi
947,2020,  subscribe bondut tv 🙌🙌,subscribe bondut tv angkat tangan angkat tangan
948,2020,  uler putih (jk),uler putih
949,2020,  iya liatin masa depan 🤡🤡,iya lihat badut badut
950,2020,  yeheyy webi 🔥💛,yehey webi api hati kuning
951,2020,  apa koko prasmull 🔥🔥,koko prasmul api api
952,2020,  taichan 🔥🔥🔥🔥,taichan api api api api
953,2020, .id thank youuu 🤑🤑,id thank you wajah materialistis wajah materialistis
954,2020,asikkk punya temen model 🔥,asik teman model api
955,2020,Siapp koko modell skrgg 🙇🏻‍♀️🙌🏻,koko model wanita bungkuk warna kulit cerah angkat tangan warna kulit cerah
956,2020,  BAHAHAHAHAHAHAHAHA AMPUN,bahahahahahahahaha ampun
957,2020,  i feel the sunshine too 🤡🤡,i feel the sunshine badut badut
958,2020,  keren chachaa 🔥,keren chacha api
959,2020,  makasih🔥,terima kasih api
960,2020,  halo jessi🤠,halo jessi wajah koboi
961,2020,Keju malang khas mozzarella masih ada yg minat ga sih??,keju malang khas mozzarella minat sih
962,2020,Dsr snake!,dasar snake
963,2020,  anyeongg haseyo 🙌,anyeong haseyo angkat tangan
964,2020,  tamago 🤠🤠,tamago wajah koboi wajah koboi
965,2020,  wadaw dikomen model beneran 🤣,wadaw dikomen model benar tertawa terbahakbahak
966,2020,  haloo eva,halo eva
967,2020,silo bos?,silo bos
968,2020,Gilaa banget besprenku🔥💞,gila banget besprenku api hati putar
969,2020,Influencer 4.0 🤣,influencer tertawa terbahakbahak
970,2020,Baca dm saya dongkak❤️,baca dm dongkak hati merah
971,2020,😂😂😂😂😂😂bukan liminho tapi pawang rusa hahha,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata liminho pawang rusa hahha
972,2020,Gantnmeng bet😍,gantnmeng banget wajah senyum lebar mata hati
973,2020,Bang   pliiss buka dm sya😭🙏,bang pliis buka dm wajah menang keras lipat tangan
974,2020,Bang Willie   2019,bang willie
975,2020,Ranca Upas Bukan Ka?,ranca upas kak
976,2020,Kaka bales DM aku ka 😢,kakak balas dm kak wajah menang
977,2020,"  caption,we never try we never no",caption we never try we never no
978,2020,Ya Allah iPhone bissmillah iPhone,ya allah iphone bissmillah iphone
979,2020,Keliatan gak si sbnrnnyaa aku di hp koko 😢,sih sbnrnnya hp koko wajah menang
980,2020,Waaaah Rusanya senang dikasih makan sama Koko   👏👍 Bismillah Ya Allah...Mudah2an Aku dapat THR dari Koko Willie..Aamiin YRA 🤲🙏,waah rusa senang kasih makan koko tepuk tangan jempol ke atas bismillah ya allah mudahmudahan thr koko willie amin yra tangan angkat dan rapat sama lipat tangan
981,2020,Bismillah pen Hp kak😭 Cek dm Riska deh Biar Jlas kk😭😭😭,bismillah pengin hp kak wajah menang keras cek dm riska deh biar jlas wajah menang keras wajah menang keras wajah menang keras
982,2020,Haloo kak willy maaf saya nyepam like dn comment😂❤️,halo kak willy maaf nyepam like comment wajah gembira urai air mata hati merah
983,2020,Bismillah pgen hp ka. Udh mlai eror,bismillah pengin hp kak mlai eror
984,2020,"Maaf saya spam,maaf cek dm saya ka  ",maaf spam maaf cek dm kak
985,2020,Song jongki?,song jongki
986,2020,Sembelih lahh😂😂😂,sembelih wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
987,2020,Kak cek dm,kak cek dm
988,2020,KOOO cek DM kuuu🥺🥺🥺🥺🥺🥺,cek dm ku wajah memelas wajah memelas wajah memelas wajah memelas wajah memelas wajah memelas
989,2020,semangat buat hari hariny ko willie,semangat hariny willie
990,2020,Itu rusa atau kambing,rusa kambing
991,2020,Kk aku mauy maju reparan,mauy maju reparan
992,2020,Haha gemes rusanya😍,haha gemas rusa wajah senyum lebar mata hati
993,2020,Ka agamaa apa ka,kak agama kak
994,2020,Fix gnteng no debat,fix gnteng no debat
995,2020,cute bgt si wkwk,cute banget sih wkwk
996,2020,cape ga?cape ga? lumayan sih:(,capek capek lumayan sih
997,2020,Background nya bagus,background nya bagus
998,2020,akuu yakinnnn di notic bismillah,notic bismillah
999,2020,bismillah notice dm,bismillah notice dm
1000,2020,Bismillah semoga dapet amin semoga tuhan bls kebaikan kaka😢😍,bismillah moga amin moga tuhan balas baik kakak wajah menang wajah senyum lebar mata hati
1001,2020,Ka wily baju nya gemoy,kak wily baju nya gemoy
1002,2020,Stroy aku kak liat paham aja kan,stroy kak lihat paham
1003,2020,Ko kek gitu cama aku kapan heheh canda ya ko GK niat kok tapi kalau Koko mau boleh dek gkpp hehehehehe😍😍😍😍,kayak cama heheh canda ya niat koko dek gkp hehehehehe wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati
1004,2020,Ga mau thr tp butuh hel.,thr butuh hel
1005,2020,Pengen jadi rusabya😍😂,pengin rusabya wajah senyum lebar mata hati wajah gembira urai air mata
1006,2020,"ka willie baikkk,bismillah 1jt😢",kak willie bismillah jt wajah menang
1007,2020,Kek oppa²korea😢,kayak oppa korea wajah menang
1008,2020,Hee Soo cute😭,he sok cute wajah menang keras
1009,2020,Bang wili ganteng kali suer🤗🤤🤤🤩🤭🥰,bang wili ganteng kali suer wajah peluk ngiler ngiler wajah dengan mata bentuk bintang wajah dengan tangan tutup mulut wajah senyum dengan hati
1010,2020,LEE MIN HO AAaaAAa,min ho a
1011,2020,Pngn jdi rusanya👀😌,pengin rusa dua mata wajah lega
1012,2020,Abang kayak liminho,abang kayak liminho
1013,2020,Mirip Lee min ho😭🤣,min ho wajah menang keras tertawa terbahakbahak
1014,2020,Lee min hoo😆 ,min ho wajah senyum lebar dan mejam mata
1015,2020,Lee min hoo kan?😭,min ho wajah menang keras
1016,2020,Lee min ho🤣🤣,min ho tertawa terbahakbahak tertawa terbahakbahak
1017,2020, ._ lee min ho, min ho
1018,2020,oh ini yang mirip lee min hoo🤣🤣,oh min ho tertawa terbahakbahak tertawa terbahakbahak
1019,2020,mirip   😭,wajah menang keras
1020,2020,  smaa🤣🤣🤣,tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
1021,2020,Mirip leeminho😭😳,leeminho wajah menang keras wajah sipu
1022,2020,"Misi bang, numpang lewat, cuma mau liat yg katanya mirip lee min ho no limit, ewkwk",misi bang numpang lihat min ho no limit ewkwk
1023,2020,Mirip liminho😭😂,liminho wajah menang keras wajah gembira urai air mata
1024,2020,Ini liminho? 😭🔥,liminho wajah menang keras api
1025,2020,aku kesini cuma mau liat " iii mirip leminho",kesini lihat i leminho
1026,2020,keren no limit no limit mirip Lee min hoo,keren no limit no limit min ho
1027,2020,ini yang di bilang tante hyung yang mirip “liminho kan hyungg”👍😭,bilang tante hyung liminho hyung jempol ke atas wajah menang keras
1028,2020,keren nih no limit kaya liminho,keren nih no limit kayak liminho
1029,2020, .coryn_ hehhhh😳,coryn heh wajah sipu
1030,2020,Ini yg diblng ii nya mirip liminho kan🥺,diblng i nya liminho wajah memelas
1031,2020,Gk ada cewe rusa pun diembat jir,cewek rusa embat jir
1032,2020,  foto ke 2 lgi ngantri,foto antri
1033,2020,gile couple,gila couple
1034,2020,  hm mikel? The deer hunter? Ahahhaa,hm mikel the deer hunter ahahha
1035,2020, .tann ada manusia,tan manusia
1036,2020, .tann ada yg lebih lucu disitu,tan lucu situ
1037,2020,  iya sis ga kliatan kan gwnya wkwkw,iya sis gwnya wkwkw
1038,2020,  yes mam?,yes mam
1039,2020,rusa nya lucuu,rusa nya lucu
1040,2020,Bismillah rezeki gak akan kemana semoga kak wilie kali ini baik hati ke aku,bismillah rezeki mana moga kak wilie kali hati
1041,2020,bismillah semoga saya download ig ini cuma untuk mengikuti Willy bisa dapat hadiah,bismillah moga download ig ikut willy hadiah
1042,2020,Bagus2 bajunya,bagusbagus baju
1043,2020,Kaka sekali aja  ka baca DM aku ka klo ngga bales aku ngga mau follow lagi dan ngga mau komen lagi 😢😢 ,kakak kak baca dm kak kalo balas follow komen wajah menang wajah menang
1044,2020,Supaya sehat selalu dan tambah rejeki,sehat rejeki
1045,2020,  yok semangat kak 🔥,yuk semangat kak api
1046,2020,Bismillah smga DM ku di bls 🥺🥺😁😭,bismillah moga dm ku balas wajah memelas wajah memelas wajah gembira dengan mata bahagia wajah menang keras
1047,2020,my idol,my idol
1048,2020,Mau sepatunya😢🔥,sepatu wajah menang api
1049,2020,Kak bajunya beli di mana😢,kak baju beli wajah menang
1050,2020,Haloo kak willy smoga d lancarkan rejeki nyaa❤️❤️❤️,halo kak willy moga lancar rejeki nya hati merah hati merah hati merah
1051,2020,Bismillah semoga bisa  dpet hp,bismillah moga dpet hp
1052,2020,Bacab dm sy kk,bacab dm
1053,2020,Beli rantenya dmn?,beli rante mana
1054,2020,BACA DM KU KO WILLLLL🥺🥺🥺😭😭😭,baca dm ku wil wajah memelas wajah memelas wajah memelas wajah menang keras wajah menang keras wajah menang keras
1055,2020,Wow impresif ❤️,wow impresif hati merah
1056,2020,Keceee parahh🔥🙌,kece parah api angkat tangan
1057,2020,Cek dm ya kaka ganttengg,cek dm ya kakak gantteng
1058,2020,woah semogaa di bacaa:(,woah moga baca
1059,2020,kerenn nih outfitnyaa,keren nih outfitnya
1060,2020,Balas DM kak,balas dm kak
1061,2020,Balas DM kak🙌,balas dm kak angkat tangan
1062,2020,Semoga Dapet .. AMIN 🙏😭😇.. Semoga di baca dm juga ..,moga amin lipat tangan wajah menang keras wajah malaikat moga baca dm
1063,2020,keren bgt🔥,keren banget api
1064,2020,Waw semoga cepet centang biru ka wily semangat bismillah thr online saldo shoopy pay semoga rezeki aku amin,wow moga cepat centang biru kak wily semangat bismillah thr online saldo shoopy pay moga rezeki amin
